"Date and Time","Temperature","Relative Humidity","PM2.5","TVOC","CO2","CO","Air Pressure","Ozone","NO2","Virus Index"
"2022-11-11 10:06",19.2,51.9,5,0,756,0,1021,8,19.4,1
"2022-11-11 10:07",18.4,54.5,7,0,675,0,1021,8,19.4,3
"2022-11-11 10:08",17.6,56.8,10,0,595,0,1021,8,19.2,3
"2022-11-11 10:09",17.1,57.4,9,0,515,0,1021,8,19.4,3
"2022-11-11 10:10",16.4,60.2,4,0,505,0,1021,8,19.4,4
"2022-11-11 10:11",16.1,60.8,1,0,506,0,1021.1,7.9,17.9,4
"2022-11-11 10:12",15.6,62.5,31,0,510,0,1021.2,8,19.4,7
"2022-11-11 10:13",15.5,64.2,8,3,512,0,1021.2,7.9,17.7,4
"2022-11-11 10:14",15.8,63.3,1,5,507,0,1021.2,7.9,17,4
"2022-11-11 10:15",16.4,60.6,10,0,507,0,1021.1,7.8,17.1,4
"2022-11-11 10:16",16.8,58.6,2,3,506,0,1021.1,7.8,17,3
"2022-11-11 10:17",16.6,60.9,17,6,501,0,1021.2,7.7,14.2,5
"2022-11-11 10:18",16.5,60.2,77,3,494,0,1021,7.6,13.6,9
"2022-11-11 10:19",15.7,66.1,17,3,498,0,1021.1,7.7,14,5
"2022-11-11 10:20",15.4,64.9,113,1,504,0,1021,7.8,15.3,9
"2022-11-11 10:21",15.5,64.2,59,5,511,0,1021,7.9,16.8,9
"2022-11-11 10:22",15.1,67,120,0,515,0,1021,7.8,15.1,9
"2022-11-11 10:23",15,66,9,0,518,0,1021,7.8,15.7,4
"2022-11-11 10:24",14.6,68.1,4,0,526,0,1020.9,8,18.5,6
"2022-11-11 10:25",14.7,68.8,4,2,519,0,1021,7.8,15.7,6
"2022-11-11 10:26",15.1,67.9,8,4,514,0,1020.9,7.7,13.7,4
"2022-11-11 10:27",15.2,68,3,4,510,0,1021,7.6,11.8,4
"2022-11-11 10:28",15.3,68.2,6,2,509,0,1021,7.6,11.8,4
"2022-11-11 10:29",15.7,65.6,8,0,504,0,1020.9,7.7,13.4,4
"2022-11-11 10:30",15.5,64.2,12,0,505,0,1021,7.9,18.2,4
"2022-11-11 10:31",14.9,66.1,95,0,504,0,1021.1,8,19.4,10
"2022-11-11 10:32",15,68.1,136,2,505,0,1021,7.7,14,9
"2022-11-11 10:33",15.1,65.9,47,1,510,0,1021.1,7.9,17.6,7
"2022-11-11 10:34",15.1,65.5,21,2,512,0,1021,7.8,16.1,5
"2022-11-11 10:35",14.8,66.1,88,0,514,0,1021,7.9,17.6,10
"2022-11-11 10:36",15.1,65.2,9,5,517,0,1021,7.8,16.1,4
"2022-11-11 10:37",15.2,67.2,56,2,520,0,1021,7.7,14.1,9
"2022-11-11 10:38",16.4,60.6,9,0,517,0,1020.9,7.7,15.1,4
"2022-11-11 10:39",17.1,58.2,5,1,515,0,1020.9,7.6,15.8,3
"2022-11-11 10:40",17.4,57.1,1,0,511,0,1020.9,7.6,15.1,3
"2022-11-11 10:41",17.2,58.2,15,0,508,0,1020.9,7.6,14.9,4
"2022-11-11 10:42",17.1,58.1,12,5,505,0,1020.9,7.6,15.8,3
"2022-11-11 10:43",16.6,59.5,12,3,500,0,1020.8,7.6,15.3,3
"2022-11-11 10:44",16.2,60.1,24,19,503,0,1020.8,7.8,17.2,5
"2022-11-11 10:45",15.6,62.5,4,11,504,0,1020.9,7.8,17.9,4
"2022-11-11 10:46",15.3,63.1,10,15,506,0,1020.8,7.9,19,4
"2022-11-11 10:47",15.2,64.1,11,9,508,0,1020.8,7.9,18.4,4
"2022-11-11 10:48",14.8,64.9,3,14,514,0,1020.8,7.9,18.6,6
"2022-11-11 10:49",14.7,65.6,5,77,514,0,1020.8,8,19.4,6
"2022-11-11 10:50",14.9,64.7,68,44,511,0,1020.7,8,19.4,10
"2022-11-11 10:51",15.3,63.5,1,12,507,0,1020.7,8,19.4,4
"2022-11-11 10:52",15.4,62.7,1,5,503,0,1020.7,8,19.4,4
"2022-11-11 10:53",15.6,63.3,1,3,500,0,1020.8,5,0.1,4
"2022-11-11 10:54",15.9,61.3,2,11,494,0,1020.7,4.9,0.7,4
"2022-11-11 10:55",16.1,60.9,1,1,494,0,1020.7,7.6,13.9,4
"2022-11-11 10:56",16.2,60.4,149,0,489,0,1020.6,7.6,13.2,9
"2022-11-11 10:57",15.8,62,2,4,489,0,1020.7,4.8,0.6,4
"2022-11-11 10:58",15.5,62.9,14,3,490,0,1020.8,4.9,0.3,4
"2022-11-11 10:59",15.5,63.1,3,13,490,0,1020.8,7.7,14,4
"2022-11-11 11:00",15.4,63.3,13,12,491,0,1020.8,7.6,12.9,4
"2022-11-11 11:01",15.1,65.1,5,14,505,0,1020.7,4.9,0.9,4
"2022-11-11 11:02",15.2,64,10,9,509,0,1020.7,5,0.5,4
"2022-11-11 11:03",15.3,64.1,5,46,512,0,1020.7,5,0.1,4
"2022-11-11 11:04",15.4,64.5,6,50,521,0,1020.9,5,0.9,4
"2022-11-11 11:05",15.2,64.4,8,19,522,0,1020.8,4.9,0.5,4
"2022-11-11 11:06",15.2,65.8,6,13,516,0,1020.8,5,0.7,4
"2022-11-11 11:07",15.6,63.1,113,10,514,0,1020.9,4.8,0.5,9
"2022-11-11 11:08",15.6,62.6,104,8,508,0,1020.9,4.9,0.7,9
"2022-11-11 11:09",15.9,61.5,1,4,497,0,1020.8,7.8,16.7,4
"2022-11-11 11:10",15.8,61.3,4,0,493,0,1021,7.7,14.3,4
"2022-11-11 11:11",16.1,61.3,12,1,495,0,1021,7.7,14.1,4
"2022-11-11 11:12",16.2,60.1,3,0,490,0,1021,7.6,14.3,4
"2022-11-11 11:13",16,60.2,2,0,487,0,1021,7.8,17.1,4
"2022-11-11 11:14",15.9,61.9,1,0,483,0,1021,7.7,15.3,4
"2022-11-11 11:15",15.9,62.6,1,0,478,0,1021,7.7,14.2,4
"2022-11-11 11:16",15.9,63.4,55,3,469,0,1020.8,7.7,13.8,9
"2022-11-11 11:17",15.7,62.9,28,6,472,0,1020.9,7.7,13.6,7
"2022-11-11 11:18",15.4,63.5,18,14,474,0,1020.9,7.7,14.9,5
"2022-11-11 11:19",15.3,63.4,42,14,478,0,1020.9,7.7,15.1,7
"2022-11-11 11:20",15.4,63.4,3,19,488,0,1020.9,5,0.6,4
"2022-11-11 11:21",15.3,63.9,2,19,492,0,1020.8,7.7,13.8,4
"2022-11-11 11:22",15,65.1,6,18,493,0,1020.8,5,0.4,4
"2022-11-11 11:23",15,66.2,1,28,498,0,1020.8,5,0.6,4
"2022-11-11 11:24",15.1,66.7,4,22,501,0,1020.8,5.1,0.4,4
"2022-11-11 11:25",15,66.5,9,18,502,0,1020.9,7.8,15.2,4
"2022-11-11 11:26",14.9,66,3,16,501,0,1020.9,7.8,15.2,6
"2022-11-11 11:27",14.9,66.8,11,14,500,0,1021,7.9,16.4,6
"2022-11-11 11:28",14.9,66.6,1,15,499,0,1020.9,7.8,15.5,6
"2022-11-11 11:29",15.2,66.1,12,19,500,0,1020.9,7.8,15.5,4
"2022-11-11 11:30",15.5,64.9,2,21,501,0,1020.9,4.9,0.4,4
"2022-11-11 11:31",15.6,66,10,23,502,0,1020.8,7.9,16.7,4
"2022-11-11 11:32",15.8,65.5,7,25,502,0,1020.9,4.8,0.4,4
"2022-11-11 11:33",16,63.9,9,21,504,0,1020.8,4.8,0.4,4
"2022-11-11 11:34",16.1,64.4,7,24,512,0,1020.8,4.7,0.8,4
"2022-11-11 11:35",16,62.8,33,20,510,0,1020.8,4.9,0.3,7
"2022-11-11 11:36",16.2,65.8,4,58,527,0,1019.8,4.5,0.5,4
"2022-11-11 11:37",16.8,64.9,10,207,587,0,1019.6,4.4,0.3,4
"2022-11-11 11:38",17.4,63.9,1,999,668,0,1019.6,4.2,0.1,4
"2022-11-11 11:39",17.8,62.2,6,1089,738,0,1019.6,5,0.1,4
"2022-11-11 11:40",18.2,61,5,979,806,0,1019.7,4.7,0.2,5
"2022-11-11 11:41",18.6,60,5,888,864,0,1019.7,4.7,0.6,5
"2022-11-11 11:42",18.9,58.6,4,776,870,0,1019.7,4.6,0.9,4
"2022-11-11 11:43",19.2,57.6,5,758,846,0,1019.7,4.6,0.7,2
"2022-11-11 11:44",19.5,56.3,6,704,827,0,1019.6,4.6,0.3,2
"2022-11-11 11:46",19.9,54.3,5,0,826,0,1019.6,8,19.4,2
"2022-11-11 11:47",20,54.1,2,18,817,0,1019.6,7.8,16.1,2
"2022-11-11 11:48",20.1,53.5,2,14,809,0,1019.7,7.5,10.9,2
"2022-11-11 11:49",20.2,53.1,7,17,809,0,1019.7,7.2,6,2
"2022-11-11 11:50",20.2,52.8,4,19,808,0,1019.5,7.1,4.7,2
"2022-11-11 11:51",20.3,52.7,8,26,807,0,1019.6,7,3.2,2
"2022-11-11 11:52",20.4,52.3,4,24,807,0,1019.6,6.9,2.3,2
"2022-11-11 11:53",20.5,52.1,4,25,805,0,1019.6,6.9,1.7,2
"2022-11-11 11:54",20.5,51.9,3,23,803,0,1019.5,6.8,1.4,2
"2022-11-11 11:55",20.5,51.8,3,26,803,0,1019.5,6.8,0.8,2
"2022-11-11 11:56",20.6,51.7,5,26,800,0,1019.5,6.8,0.7,2
"2022-11-11 11:57",20.6,51.5,5,25,796,0,1019.6,6.8,0.3,1
"2022-11-11 11:58",20.8,51.2,4,25,801,0,1019.5,6.7,0.1,2
"2022-11-11 11:59",20.8,50.9,7,26,801,0,1019.5,6.7,0.7,2
"2022-11-11 12:00",20.9,51,4,21,800,0,1019.6,6.7,0.6,2
"2022-11-11 12:01",20.9,50.8,3,19,801,0,1019.5,6.6,0.3,2
"2022-11-11 12:02",21,50.6,2,23,809,0,1019.5,6.7,0.9,2
"2022-11-11 12:03",20.9,50.7,2,28,812,0,1019.5,6.6,0.5,2
"2022-11-11 14:44",21.9,48.7,4,0,866,0,1018.7,8,19.4,2
"2022-11-11 15:11",23.2,45,1,0,857,0,1018.9,8,19.4,2
"2022-11-11 15:12",23,45.4,1,0,850,0,1018.9,8,19.4,2
"2022-11-11 15:13",22.6,46.3,1,0,865,0,1018.9,8,19.4,2
"2022-11-11 15:14",22.4,46.9,1,4,862,0,1018.9,8,19.4,2
"2022-11-11 15:15",22.2,47.6,1,0,864,0,1018.9,8,19.4,2
"2022-11-11 15:16",22.2,47.7,3,0,866,0,1018.9,8,19.4,2
"2022-11-11 15:17",22.3,47.8,1,0,875,0,1018.9,8,19.4,2
"2022-11-11 15:18",22.2,48,1,0,880,0,1018.9,8,19.1,2
"2022-11-11 15:19",22.1,48,1,5,893,0,1018.9,8,19.4,2
"2022-11-11 15:20",22,48.3,1,1,893,0,1018.9,8,19.4,2
"2022-11-11 15:21",22,48.3,1,0,897,0,1018.9,8,19.4,2
"2022-11-11 15:22",22,48.6,1,0,899,0,1018.9,8,19.4,2
"2022-11-11 15:23",21.9,48.7,2,0,899,0,1018.9,8,19.1,2
"2022-11-11 15:24",21.9,48.7,1,17,900,0,1018.9,8,19.1,2
"2022-11-11 15:25",21.9,48.7,3,5,910,0,1018.9,7.8,17,2
"2022-11-11 15:26",22.1,49,1,0,950,0,1018.9,7.8,15.3,2
"2022-11-11 15:27",22.2,52,1,0,958,0,1018.9,7.7,12.6,2
"2022-11-11 15:28",22.2,51,5,0,955,0,1018.9,7.6,12,2
"2022-11-11 15:29",22.3,48.8,1,1,957,0,1018.9,7.8,15.9,2
"2022-11-11 15:30",22.2,48.3,1,0,931,0,1019.8,8,19.4,2
"2022-11-11 15:31",21.2,52.2,7,0,810,0,1020,8,19.4,2
"2022-11-11 15:32",20.6,54,3,0,715,0,1020.1,8,19.1,1
"2022-11-11 15:33",19.9,55.9,5,0,626,0,1020.1,8,19.4,1
"2022-11-11 15:34",19,58.8,4,0,529,0,1020.2,8,19.4,1
"2022-11-11 15:35",18.5,60.4,2,30,466,0,1020.1,8,19.4,4
"2022-11-11 15:36",18.4,61.1,1,86,464,0,1020.1,8,19.4,4
"2022-11-11 15:37",18.2,61.7,2,7,465,0,1020,8,19.4,4
"2022-11-11 15:38",17.8,63.2,4,0,465,0,1020.1,8,19.4,4
"2022-11-11 15:39",17.4,64.7,1,0,461,0,1020.1,8,19.4,4
"2022-11-11 15:40",17.5,65,12,31,459,0,1020.1,7.8,16.3,4
"2022-11-11 15:41",17.5,65.4,7,9,457,0,1020.1,7.8,16.9,4
"2022-11-11 15:42",18.1,62,5,0,455,0,1020.1,8,19.4,4
"2022-11-11 15:43",18.1,62.2,3,0,452,0,1020.1,8,19.4,4
"2022-11-11 15:44",17.9,62.6,4,0,457,0,1020.1,8,19.4,4
"2022-11-11 15:45",17.5,64.2,2,2,455,0,1020.1,7.8,15.8,4
"2022-11-11 15:46",16.5,69,5,10,457,0,1020.1,7.7,13.7,4
"2022-11-11 15:47",16,71.1,5,15,463,0,1020.1,7.7,12.5,5
"2022-11-11 15:48",15.9,71.7,7,19,471,0,1020.1,7.7,13.1,5
"2022-11-11 15:49",15.7,71.9,7,16,475,0,1020,7.8,14.7,5
"2022-11-11 15:50",16,70.7,3,16,479,0,1020,7.8,15.5,5
"2022-11-11 15:51",15.7,73,11,13,482,0,1019.9,7.8,14.3,5
"2022-11-11 15:52",15.6,73.3,7,14,478,0,1019.8,7.9,15.5,5
"2022-11-11 15:53",15.8,72,9,8,476,0,1019.8,7.9,15.9,5
"2022-11-11 15:54",16,71.5,11,5,473,0,1019.8,7.8,14.9,5
"2022-11-11 15:55",16.2,71.5,1,10,465,0,1019.8,7.6,11.9,5
"2022-11-11 15:56",16.3,72,4,9,460,0,1019.9,7.6,11,5
"2022-11-11 15:57",16.6,69.9,6,20,456,0,1019.8,7.6,11,4
"2022-11-11 15:58",16.3,69.7,11,5,456,0,1020,7.8,15.1,4
"2022-11-11 15:59",16,70.9,7,2,456,0,1019.9,7.9,15.5,5
"2022-11-11 16:00",15.8,72.2,1,17,462,0,1019.9,7.8,14,5
"2022-11-11 16:01",15.9,71.2,3,14,469,0,1019.9,7.9,15.6,5
"2022-11-11 16:02",15.8,71.7,6,12,474,0,1019.9,7.8,15.4,5
"2022-11-11 16:03",15.7,72.3,6,9,480,0,1019.8,7.9,15.6,5
"2022-11-11 16:04",15.9,71.4,2,14,484,0,1019.9,7.9,15.7,5
"2022-11-11 16:05",16.1,70.4,3,11,490,0,1019.9,7.9,16.1,5
"2022-11-11 16:06",16.1,70.4,7,3,483,0,1019.8,7.9,16.6,5
"2022-11-11 16:07",16,70.7,5,1,477,0,1019.8,7.9,15.9,5
"2022-11-11 16:08",16,70.8,4,8,470,0,1019.8,7.9,16.3,5
"2022-11-11 16:09",15.6,71.9,12,2,469,0,1019.8,8,19.1,5
"2022-11-11 16:10",15.6,72.4,7,5,463,0,1019.8,7.9,17.2,5
"2022-11-11 16:11",15.8,71.4,1,10,463,0,1019.8,7.8,16.5,5
"2022-11-11 16:12",15.6,72.9,12,18,473,0,1019.8,7.9,17.4,5
"2022-11-11 16:13",15.9,71.2,4,11,479,0,1019.7,7.8,15.6,5
"2022-11-11 16:14",15.7,72.7,2,7,484,0,1019.7,7.8,16.5,5
"2022-11-11 16:15",15.7,71.9,4,16,482,0,1019.7,7.8,15.9,5
"2022-11-11 16:16",15.6,72.4,6,14,492,0,1019.7,7.8,16.4,5
"2022-11-11 16:17",15.7,72.3,4,15,489,0,1019.6,7.8,15.6,5
"2022-11-11 16:18",15.7,73,12,30,493,0,1019.5,7.7,14.7,5
"2022-11-11 16:19",15.8,72.1,6,21,493,0,1019.6,7.7,14.4,5
"2022-11-11 16:20",15.7,72.5,5,11,496,0,1019.6,7.7,14.5,5
"2022-11-11 16:21",15.7,71.9,3,12,487,0,1019.6,7.8,16.3,5
"2022-11-11 16:22",15.8,71.3,1,8,485,0,1019.6,7.7,14.9,5
"2022-11-11 16:23",16,73.2,4,8,475,0,1019.6,7.7,13.2,5
"2022-11-11 16:24",16.4,69.5,10,5,468,0,1019.6,7.7,13.9,4
"2022-11-11 16:25",16.8,67.6,5,0,463,0,1019.6,7.6,12.9,4
"2022-11-11 16:26",16.1,70.8,5,0,468,0,1019.7,7.6,13.2,5
"2022-11-11 16:27",15.9,71,1,6,467,0,1019.6,7.8,15.9,5
"2022-11-11 16:28",16,70.8,3,5,469,0,1019.7,7.8,15.9,5
"2022-11-11 16:29",15.8,72,5,7,474,0,1019.8,7.8,15.5,5
"2022-11-11 16:30",15.5,73.7,10,38,481,0,1019.8,7.8,16.1,5
"2022-11-11 16:31",15.6,72.7,4,35,479,0,1019.8,7.8,15.7,5
"2022-11-11 16:32",15.7,71.9,1,26,483,0,1019.9,7.8,16.2,5
"2022-11-11 16:33",15.5,73,15,28,486,0,1019.9,7.8,15.8,6
"2022-11-11 16:34",15.7,72.4,2,51,490,0,1019.8,7.8,15.6,5
"2022-11-11 16:35",15.6,73,14,26,490,0,1019.9,7.8,16.2,5
"2022-11-11 16:36",15.7,72.5,8,23,489,0,1019.8,7.8,16.5,5
"2022-11-11 16:37",15.4,73.5,8,27,485,0,1019.9,7.9,16.8,5
"2022-11-11 16:38",15,74.7,3,23,481,0,1019.9,7.9,17.6,5
"2022-11-11 16:39",15.1,75,1,11,473,0,1019.9,8,19.4,5
"2022-11-11 16:40",15.1,75.1,8,5,469,0,1020,7.8,16.2,5
"2022-11-11 16:41",15.4,73.8,7,3,473,0,1020,7.8,15.4,5
"2022-11-11 16:42",15.6,72.8,5,3,470,0,1020,7.7,15,5
"2022-11-11 16:43",15.6,72.7,3,1,467,0,1020,7.8,15.8,5
"2022-11-11 16:44",15.7,72.5,9,0,465,0,1020,7.7,15.3,5
"2022-11-11 16:45",15.5,72.9,9,0,462,0,1020,7.8,16.3,5
"2022-11-11 16:46",15.2,73.9,1,0,458,0,1019.9,7.9,17.8,5
"2022-11-11 16:47",15.1,75.4,1,2,460,0,1019.8,7.8,16.7,5
"2022-11-11 16:48",14.9,75.7,12,9,469,0,1019.9,8,19.4,7
"2022-11-11 16:49",14.9,75.7,2,17,476,0,1020,7.9,17.8,7
"2022-11-11 16:50",14.9,75.7,5,25,479,0,1019.9,7.8,16.2,7
"2022-11-11 16:51",14.8,76.5,13,15,485,0,1020,7.8,16.5,7
"2022-11-11 16:52",14.6,77.3,3,17,487,0,1019.9,7.8,16.8,7
"2022-11-11 16:53",14.6,77.5,3,19,484,0,1019.9,7.8,16.5,7
"2022-11-11 16:54",14.6,77.6,2,15,480,0,1019.9,7.8,15.7,7
"2022-11-11 16:55",14.7,77.1,9,14,478,0,1020,7.7,15.2,7
"2022-11-11 16:56",14.6,77.9,5,22,476,0,1019.9,7.8,16.6,7
"2022-11-11 16:57",14.6,77.4,9,20,474,0,1020,7.8,16.8,7
"2022-11-11 16:58",14.5,77.6,8,11,475,0,1020.1,7.8,16.9,7
"2022-11-11 16:59",14.5,77.8,8,15,480,0,1020.1,7.8,17,7
"2022-11-11 17:00",14.3,78.3,5,19,485,0,1020,7.8,16.4,7
"2022-11-11 17:01",14.6,77.4,7,18,486,0,1020,7.8,16,7
"2022-11-11 17:02",14.7,77.8,17,16,488,0,1020,7.7,15,8
"2022-11-11 17:03",15,76.9,5,18,491,0,1020.1,7.6,13.1,5
"2022-11-11 17:04",15.3,75.3,2,15,495,0,1020,7.7,13.7,5
"2022-11-11 17:05",15.4,75,10,17,496,0,1020.1,7.6,12.5,5
"2022-11-11 17:06",15.5,73.9,6,15,495,0,1020.1,7.6,13.3,5
"2022-11-11 17:07",15.3,74.5,2,21,493,0,1019.8,7.5,11.9,5
"2022-11-11 17:08",15.9,71.8,1,168,547,0,1019,7.3,8.1,5
"2022-11-11 17:10",16.8,68.1,7,0,1153,0,1019,8,19.4,5
"2022-11-11 17:11",17.2,67.4,5,56,1083,0,1019,8,19.4,5
"2022-11-11 17:12",17.5,66.3,4,249,1062,0,1019.1,8,19.4,5
"2022-11-11 17:13",17.8,65.2,5,340,1046,0,1019.1,7.9,18,5
"2022-11-11 17:14",18.1,64.2,7,373,1031,0,1019.1,7.8,16.7,5
"2022-11-11 17:15",18.4,63.4,6,340,990,0,1019.1,7.9,18.5,5
"2022-11-11 17:16",18.6,62.3,8,236,981,0,1019.1,8,19.4,5
"2022-11-11 17:17",18.7,61.6,6,200,967,0,1019.1,7.5,11.1,5
"2022-11-11 17:18",18.9,60.3,11,177,954,0,1019.1,7.4,10.7,5
"2022-11-11 17:19",19.1,59.4,5,142,943,0,1019.1,7.9,19.4,2
"2022-11-11 17:20",19.2,58.5,6,136,935,0,1019.1,7.6,14.3,2
"2022-11-11 17:21",19.3,58.1,8,127,921,0,1019.1,7.3,9.8,2
"2022-11-11 17:22",19.4,57.5,8,103,910,0,1019.1,7.3,8.7,2
"2022-11-11 17:23",19.5,57.3,7,107,906,0,1019.1,7.9,19.2,2
"2022-11-11 17:24",19.6,57,5,106,906,0,1019,7.3,9.9,2
"2022-11-11 17:25",19.7,56.7,4,102,907,0,1019.1,7.6,15.3,2